Client,Service Area,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Community Services,B1502,22/08/2017,47021067 - 0,746.44,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1502,22/08/2017,47021071 - 0,1860.2,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1502,22/08/2017,47021078 - 1,1166.37,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1502,22/08/2017,47021138 - 1,718.16,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Community Services,B1501,22/08/2017,47021227 - 0,1303.68,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Community Services,B1501,22/08/2017,47021302 - 1,2749.33,Revenue,20011411,NPOWER
OCC,Community Services,B1501,22/08/2017,47021303 - 0,3080.02,Revenue,20011411,NPOWER
OCC,Community Services,B1501,22/08/2017,47021306 - 0,14512.78,Revenue,20011411,NPOWER
OCC,Community Services,B1501,22/08/2017,47021307 - 1,1060.95,Revenue,20011411,NPOWER
OCC,Community Services,B1501,22/08/2017,47021310 - 0,5271.45,Revenue,20011411,NPOWER
OCC,Community Services,B1501,22/08/2017,47021314 - 0,6967.78,Revenue,20011411,NPOWER
OCC,Community Services,B1830,05/09/2017,47021505 - 0,1879.19,Revenue,20019401,CASTLE WATER
OCC,Community Services,B1502,19/09/2017,47021520 - 0,6969.98,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1502,19/09/2017,47021522 - 0,715.34,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1502,19/09/2017,47021524 - 0,752.53,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1501,19/09/2017,47021546 - 1,1169.65,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Community Services,B1830,26/09/2017,47021620 - 1,770.2,Revenue,20019401,CASTLE WATER
OCC,Community Services,B1502,26/09/2017,47021623 - 0,466.56,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1502,26/09/2017,47021627 - 0,-71.58,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1502,26/09/2017,47021627 - 1,2512.08,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1502,26/09/2017,47021628 - 1,-37.69,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1502,26/09/2017,47021628 - 2,1180.91,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1502,26/09/2017,47021630 - 1,-86.41,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1502,26/09/2017,47021630 - 2,5936.61,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1502,26/09/2017,47021631 - 0,-30.09,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1502,26/09/2017,47021631 - 1,901.09,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1502,26/09/2017,47021636 - 1,-71.3,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1502,26/09/2017,47021636 - 2,2247.11,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,B1501,26/09/2017,47021652 - 1,2721.44,Revenue,20011411,NPOWER
OCC,Community Services,B1501,26/09/2017,47021653 - 0,3124.36,Revenue,20011411,NPOWER
OCC,Community Services,B1501,26/09/2017,47021656 - 1,14187.33,Revenue,20011411,NPOWER
OCC,Community Services,B1501,26/09/2017,47021657 - 0,1144.97,Revenue,20011411,NPOWER
OCC,Community Services,B1501,26/09/2017,47021660 - 1,5168.25,Revenue,20011411,NPOWER
OCC,Community Services,B1501,26/09/2017,47021664 - 1,7065.12,Revenue,20011411,NPOWER
OCC,Community Services,Y021,04/07/2017,48021829 - 1,64528.78,Capital,20002494,E W BEARD LTD
OCC,Direct Services,D3025,11/07/2017,1037001 - 1,1416.55,Revenue,20018850,WYEVALE NURSERIES
OCC,Direct Services,B1101,11/07/2017,1037468 - 0,531,Revenue,20012304,TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD
OCC,Direct Services,D3401,11/07/2017,1037479 - 1,1150,Revenue,20013173,MACCABEE PETS HOTEL
OCC,Direct Services,A0622,04/07/2017,1037578 - 0,745,Revenue,20015755,JLD DRIVER TRAINING LTD
OCC,Direct Services,B1127,11/07/2017,1037717 - 1,1560,Revenue,20016358,THAMES VALLEY COMMUNITY REHABILITATION COMPANY
OCC,Direct Services,D3420,04/07/2017,1037770 - 1,640,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,D3025,18/07/2017,1037859 - 1,13936.65,Revenue,20018778,WINDOWFLOWERS LTD
OCC,Direct Services,D3001,04/07/2017,1038020 - 0,2532.05,Revenue,20015745,THE CHILDRENS PLAYGROUND CO LTD
OCC,Direct Services,D3021,04/07/2017,1038099 - 0,842.44,Revenue,20002296,METRIC GROUP LIMITED
OCC,Direct Services,B1702,04/07/2017,1038143 - 1,3058.35,Revenue,20003139,VALE OF WHITE HORSE DISTRICT DC BUSINESS RATES ACCOUNT
OCC,Direct Services,D3401,11/07/2017,1038194 - 1,1424,Revenue,20013173,MACCABEE PETS HOTEL
OCC,Direct Services,D3025,04/07/2017,1038203 - 0,486,Revenue,20003592,BARCHAM TREES PLC
OCC,Direct Services,B1103,11/07/2017,1038219 - 0,140,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,B1103,11/07/2017,1038219 - 1,245,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,B1103,11/07/2017,1038219 - 2,507.5,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,B1103,11/07/2017,1038227 - 1,8898.74,Revenue,20002351,PHS GROUP PLC
OCC,Direct Services,D3420,01/08/2017,1038261 - 1,678,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,D3023,11/07/2017,1038272 - 0,1170,Revenue,20003086,NOMIX ENVIRO
OCC,Direct Services,D3029,11/07/2017,1038276 - 0,2772,Revenue,20012279,DLF TRIFOLIUM LTD
OCC,Direct Services,D3511,25/07/2017,1038312 - 0,15000,Revenue,20019645,FLOODLIGHT VENTURES LTD. T/A PITCHBOOKING
OCC,Direct Services,B1222,11/07/2017,1038318 - 0,4386,Revenue,20019604,SOLENT LAUNDRY SOLUTIONS LTD
OCC,Direct Services,B1101,11/07/2017,1038329 - 0,4211,Revenue,20010599,GB SPORT & LEISURE UK LTD
OCC,Direct Services,D3021,18/07/2017,1038383 - 0,552.79,Revenue,20002296,METRIC GROUP LIMITED
OCC,Direct Services,D3021,18/07/2017,1038385 - 0,429,Revenue,20002467,AWBS LTD
OCC,Direct Services,D3420,04/07/2017,1038398 - 0,934,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,D3025,18/07/2017,1038412 - 0,6692.26,Revenue,20009183,FRESH ACRES NURSERIES LTD
OCC,Direct Services,Y021,04/07/2017,1038413 - 0,8050,Capital,20015438,WYG ENVIRONMENT PLANNING TRANSPORT LTD
OCC,Direct Services,B1103,04/07/2017,1038433 - 0,489.9,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,B1103,04/07/2017,1038433 - 1,185,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,B1103,04/07/2017,1038433 - 2,150,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,B1103,04/07/2017,1038433 - 3,43.75,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,B1103,04/07/2017,1038433 - 4,279.75,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,B1103,04/07/2017,1038433 - 5,318.75,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,B1101,04/07/2017,1038434 - 0,4625,Revenue,20000267,JOHN SHEEHAN (OXFORD) LTD
OCC,Direct Services,D3418,25/07/2017,1038436 - 0,456.23,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
OCC,Direct Services,D3418,25/07/2017,1038437 - 0,4449.11,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
OCC,Direct Services,B1103,04/07/2017,1038445 - 3,40,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Direct Services,D3401,04/07/2017,1038499 - 0,995,Revenue,20011742,CHARLTON ENVIRONMENTAL LIMITED
OCC,Direct Services,D3023,11/07/2017,1038514 - 1,608,Revenue,20003882,SPALDINGS (UK) LTD
OCC,Direct Services,B1103,11/07/2017,1038535 - 0,2127,Revenue,20000244,OXFORD REFRIGERATION LTD
OCC,Direct Services,B1103,11/07/2017,1038536 - 0,4100,Revenue,20000244,OXFORD REFRIGERATION LTD
OCC,Direct Services,D3420,25/07/2017,1038552 - 1,3740,Revenue,20009586,JRB ENTERPRISE LTD
OCC,Direct Services,D3501,25/07/2017,1038552 - 2,77,Revenue,20009586,JRB ENTERPRISE LTD
OCC,Direct Services,D3021,25/07/2017,1038567 - 1,1042.85,Revenue,20003218,BOC LTD
OCC,Direct Services,B1601,18/07/2017,1038608 - 0,502.41,Revenue,20017252,CHERWELL PACKAGING LTD
OCC,Direct Services,D3401,18/07/2017,1038609 - 0,2000,Revenue,20012854,E.  S.  HAWES
OCC,Direct Services,D3401,25/07/2017,1038623 - 0,2307.75,Revenue,20016581,JADE SECURITY SERVICES LTD
OCC,Direct Services,B1153,11/07/2017,1038625 - 0,337.68,Revenue,20000249,SSE CONTRACTING LTD
OCC,Direct Services,D3504,25/07/2017,1038649 - 0,3895,Revenue,20009896,VISION SECURE LIMITED
OCC,Direct Services,B1101,01/08/2017,1038650 - 0,1585,Revenue,20009896,VISION SECURE LIMITED
OCC,Direct Services,D3420,25/07/2017,1038658 - 0,1360,Revenue,20017563,WALSH HAULAGE (OXFORD)
OCC,Direct Services,A0622,18/07/2017,1038670 - 0,4087.5,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
OCC,Direct Services,D3023,25/07/2017,1038685 - 0,716.11,Revenue,20016471,TUDOR ENVIRONMENTAL
OCC,Direct Services,B1103,18/07/2017,1038735 - 2,20,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,B1103,18/07/2017,1038750 - 1,173,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,B1103,18/07/2017,1038750 - 2,20,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,B1103,18/07/2017,1038750 - 3,125,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,B1103,18/07/2017,1038750 - 4,250,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,B1103,18/07/2017,1038750 - 5,20,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,B1101,18/07/2017,1038762 - 0,490,Revenue,20011854,OXFORD FABRICATION LTD
OCC,Direct Services,B1101,18/07/2017,1038763 - 0,450,Revenue,20011854,OXFORD FABRICATION LTD
OCC,Direct Services,D3001,08/08/2017,1038778 - 0,431,Revenue,20012663,DMA  STORAGE  SOLUTIONS  LTD.
OCC,Direct Services,D3420,01/08/2017,1038786 - 1,526,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,D3401,25/07/2017,1038790 - 0,1368.79,Revenue,20016705,SOUTHERN ELECTRIC POWER DISTRIBUTION PLC
OCC,Direct Services,D3021,01/08/2017,1038793 - 0,1614.01,Revenue,20008377,FLEET (LINE MARKERS) LTD
OCC,Direct Services,B1101,08/08/2017,1038814 - 0,695,Revenue,20019093,TPTFIRE MAITENANCE LIMITED
OCC,Direct Services,D3804,08/08/2017,1038818 - 0,517.37,Revenue,20008145,THE PERFORMING RIGHTS SOCIETY
OCC,Direct Services,D3501,18/07/2017,1038838 - 0,500,Revenue,20003547,PITNEY BOWES LTD
OCC,Direct Services,B1103,18/07/2017,1038842 - 1,2232,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,B1103,18/07/2017,1038842 - 3,70,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,B1103,18/07/2017,1038842 - 4,375,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,B1103,18/07/2017,1038842 - 5,270,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,B1103,18/07/2017,1038842 - 6,145,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,D3401,25/07/2017,1038872 - 0,900,Revenue,20019269,Total Tree Care
OCC,Direct Services,A0622,25/07/2017,1038888 - 0,2174.97,Revenue,20019520,JTL TRAINING
OCC,Direct Services,A0622,25/07/2017,1038889 - 0,2024.93,Revenue,20019520,JTL TRAINING
OCC,Direct Services,A0622,25/07/2017,1038916 - 0,1255,Revenue,20017566,OXFORD ENERGY ACADEMY LTD
OCC,Direct Services,B1103,25/07/2017,1038921 - 1,1922.47,Revenue,20002351,PHS GROUP PLC
OCC,Direct Services,B1103,25/07/2017,1038922 - 1,719.74,Revenue,20002351,PHS GROUP PLC
OCC,Direct Services,D3021,01/08/2017,1038946 - 0,983,Revenue,20006342,JEWSON LTD
OCC,Direct Services,A0622,25/07/2017,1038964 - 0,805,Revenue,20017566,OXFORD ENERGY ACADEMY LTD
OCC,Direct Services,A0622,25/07/2017,1038965 - 0,805,Revenue,20017566,OXFORD ENERGY ACADEMY LTD
OCC,Direct Services,D3201,01/08/2017,1039029 - 0,924.12,Revenue,20002919,HONEY BROTHERS LTD
OCC,Direct Services,D3420,15/08/2017,1039036 - 0,527.3,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,B1101,08/08/2017,1039045 - 0,292.7,Revenue,20013089,DJ DOORS & ELECTRICAL SERVICES LTD
OCC,Direct Services,B1101,08/08/2017,1039045 - 1,625,Revenue,20013089,DJ DOORS & ELECTRICAL SERVICES LTD
OCC,Direct Services,D3703,08/08/2017,1039063 - 1,1710,Revenue,20018585,CONSTRUCTIONLINE
OCC,Direct Services,D3418,30/08/2017,1039080 - 0,4449.11,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
OCC,Direct Services,A0622,01/08/2017,1039084 - 0,1497.2,Revenue,20008229,SITESAFE UK LTD
OCC,Direct Services,D3802,22/08/2017,1039102 - 0,500,Revenue,20018628,ONCE CREATIVE BOX LIMITED
OCC,Direct Services,D3420,08/08/2017,1039103 - 0,810,Revenue,20016517,ALPHA WASTE SUPPLIES
OCC,Direct Services,Y021,01/08/2017,1039132 - 0,6141.84,Capital,20015438,WYG ENVIRONMENT PLANNING TRANSPORT LTD
OCC,Direct Services,D3102,15/08/2017,1039135 - 0,1144,Revenue,20015952,COOLERAID LTD
OCC,Direct Services,D3102,15/08/2017,1039137 - 0,512,Revenue,20015952,COOLERAID LTD
OCC,Direct Services,D3314,08/08/2017,1039139 - 0,12800,Revenue,20018486,GRANT THORNTON UK LLP
OCC,Direct Services,D3025,08/08/2017,1039163 - 0,450.85,Revenue,20018850,WYEVALE NURSERIES
OCC,Direct Services,B1103,15/08/2017,1039169 - 0,908.03,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,B1103,15/08/2017,1039169 - 1,323.04,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,B1103,15/08/2017,1039169 - 2,146.03,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,B1101,08/08/2017,1039171 - 0,1694.39,Revenue,20002183,EYRE & ELLISTON LTD
OCC,Direct Services,B1103,08/08/2017,1039172 - 3,70,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Direct Services,B1101,08/08/2017,1039187 - 0,617.34,Revenue,20000244,OXFORD REFRIGERATION LTD
OCC,Direct Services,D3418,30/08/2017,1039195 - 0,456.23,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
OCC,Direct Services,B1206,15/08/2017,1039197 - 1,2900,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,D3306,22/08/2017,1039198 - 1,835,Revenue,20015632,MULTIFLOW PRINT LIMITED
OCC,Direct Services,A0622,08/08/2017,1039214 - 0,1341,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,D3021,08/08/2017,1039224 - 0,579.75,Revenue,20016861,TRUST PET PRODUCTS LTD
OCC,Direct Services,D3501,22/08/2017,1039234 - 0,500,Revenue,20003547,PITNEY BOWES LTD
OCC,Direct Services,B1103,22/08/2017,1039323 - 0,5412,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,D3401,30/08/2017,1039358 - 0,2405.49,Revenue,20016581,JADE SECURITY SERVICES LTD
OCC,Direct Services,D3314,15/08/2017,1039374 - 0,26000,Revenue,20018486,GRANT THORNTON UK LLP
OCC,Direct Services,A0622,05/09/2017,1039414 - 0,750,Revenue,20006121,ARBORICULTURAL ASSOCIATION TRADING LTD
OCC,Direct Services,D3401,22/08/2017,1039417 - 1,9212.5,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,B1103,22/08/2017,1039420 - 0,82,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,B1103,22/08/2017,1039420 - 1,20,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,B1103,22/08/2017,1039420 - 2,30,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,B1103,22/08/2017,1039420 - 3,435,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,B1103,22/08/2017,1039420 - 4,258,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,B1103,22/08/2017,1039421 - 0,4662.5,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,B1101,05/09/2017,1039432 - 0,454.43,Revenue,20002296,METRIC GROUP LIMITED
OCC,Direct Services,B1101,05/09/2017,1039432 - 1,162,Revenue,20002296,METRIC GROUP LIMITED
OCC,Direct Services,B1103,30/08/2017,1039440 - 1,571.09,Revenue,20000216,CHRISTY LIGHTING LTD
OCC,Direct Services,D3001,30/08/2017,1039447 - 0,652,Revenue,20018069,RAPID RACKING LTD
OCC,Direct Services,B1101,22/08/2017,1039458 - 0,582.08,Revenue,20000203,KONE PLC
OCC,Direct Services,B1103,22/08/2017,1039461 - 0,2808.34,Revenue,20000216,CHRISTY LIGHTING LTD
OCC,Direct Services,D3025,22/08/2017,1039473 - 0,450,Revenue,20018778,WINDOWFLOWERS LTD
OCC,Direct Services,D3510,05/09/2017,1039510 - 0,1500,Revenue,20019403,ASSERTIVE MEDIA SOLUTIONS LTD
OCC,Direct Services,D3510,05/09/2017,1039511 - 0,1500,Revenue,20019403,ASSERTIVE MEDIA SOLUTIONS LTD
OCC,Direct Services,D3510,05/09/2017,1039512 - 0,1500,Revenue,20019403,ASSERTIVE MEDIA SOLUTIONS LTD
OCC,Direct Services,Y021,30/08/2017,1039532 - 0,6000,Capital,20008601,STANHOPE WILKINSON ASSOCIATES
OCC,Direct Services,D3001,12/09/2017,1039558 - 0,426.6,Revenue,20009896,VISION SECURE LIMITED
OCC,Direct Services,A0622,05/09/2017,1039560 - 0,625,Revenue,20006121,ARBORICULTURAL ASSOCIATION TRADING LTD
OCC,Direct Services,B1701,12/09/2017,1039572 - 1,1443.14,Revenue,20002099,CANAL & RIVER TRUST
OCC,Direct Services,D3501,30/08/2017,1039573 - 1,787,Revenue,20003730,ROYAL MAIL
OCC,Direct Services,A0622,30/08/2017,1039583 - 0,1077,Revenue,20008847,LARAC
OCC,Direct Services,D3802,05/09/2017,1039617 - 0,575,Revenue,20016950,LIMPET LABLES UK LTD
OCC,Direct Services,D3401,30/08/2017,1039653 - 0,1600,Revenue,20017563,WALSH HAULAGE (OXFORD)
OCC,Direct Services,Y021,30/08/2017,1039667 - 0,474.28,Capital,20015438,WYG ENVIRONMENT PLANNING TRANSPORT LTD
OCC,Direct Services,B1101,19/09/2017,1039694 - 0,2700,Revenue,20011395,CHERWELL DOORS
OCC,Direct Services,D3418,26/09/2017,1039702 - 0,456.23,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
OCC,Direct Services,D3418,26/09/2017,1039703 - 0,4449.11,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
OCC,Direct Services,D3023,05/09/2017,1039708 - 0,369.35,Revenue,20016471,TUDOR ENVIRONMENTAL
OCC,Direct Services,D3201,05/09/2017,1039708 - 1,189,Revenue,20016471,TUDOR ENVIRONMENTAL
OCC,Direct Services,B1103,12/09/2017,1039735 - 3,40,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Direct Services,D3306,19/09/2017,1039736 - 1,697,Revenue,20015632,MULTIFLOW PRINT LIMITED
OCC,Direct Services,B1101,26/09/2017,1039741 - 0,981.6,Revenue,20005595,EXECUTIVE SECURITY LOCKSMITHS LTD
OCC,Direct Services,D3021,12/09/2017,1039749 - 1,731.52,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3501,19/09/2017,1039767 - 0,500,Revenue,20003547,PITNEY BOWES LTD
OCC,Direct Services,B1101,12/09/2017,1039796 - 0,1571.03,Revenue,20007609,EXECUTIVE FIRE PROTECTION LTD
OCC,Direct Services,D3401,12/09/2017,1039806 - 0,995,Revenue,20011742,CHARLTON ENVIRONMENTAL LIMITED
OCC,Direct Services,A0622,12/09/2017,1039816 - 0,960,Revenue,20017566,OXFORD ENERGY ACADEMY LTD
OCC,Direct Services,A0622,12/09/2017,1039817 - 0,975,Revenue,20017566,OXFORD ENERGY ACADEMY LTD
OCC,Direct Services,D3401,26/09/2017,1039827 - 0,915,Revenue,20011393,USTIGATE
OCC,Direct Services,B1103,26/09/2017,1039830 - 0,596,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,B1103,26/09/2017,1039830 - 1,375,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,D3401,26/09/2017,1039831 - 0,1095,Revenue,20011393,USTIGATE
OCC,Direct Services,B1103,26/09/2017,1039878 - 1,451.33,Revenue,20002351,PHS GROUP PLC
OCC,Direct Services,B1701,26/09/2017,1039884 - 1,22987.21,Revenue,20019125,PEARTREE OXFORD LTD
OCC,Direct Services,B1241,12/09/2017,1039915 - 0,1384.95,Revenue,20002183,EYRE & ELLISTON LTD
OCC,Direct Services,D3401,26/09/2017,1040002 - 0,2258.88,Revenue,20016581,JADE SECURITY SERVICES LTD
OCC,Direct Services,D3602,19/09/2017,1040073 - 0,549.5,Revenue,20009350,APSE
OCC,Direct Services,D3201,26/09/2017,1040089 - 0,326.7,Revenue,20002919,HONEY BROTHERS LTD
OCC,Direct Services,D3023,26/09/2017,1040089 - 1,196,Revenue,20002919,HONEY BROTHERS LTD
OCC,Direct Services,D3023,26/09/2017,1040089 - 2,101.88,Revenue,20002919,HONEY BROTHERS LTD
OCC,Direct Services,A0622,26/09/2017,1040126 - 0,1000,Revenue,20017566,OXFORD ENERGY ACADEMY LTD
OCC,Direct Services,A0622,26/09/2017,1040127 - 0,600,Revenue,20017566,OXFORD ENERGY ACADEMY LTD
OCC,Direct Services,D3401,26/09/2017,1040139 - 0,2310,Revenue,20013173,MACCABEE PETS HOTEL
OCC,Direct Services,D3401,26/09/2017,1040214 - 0,299.87,Revenue,20009555,NORTH OXFORD ASSOCIATION
OCC,Direct Services,D3401,26/09/2017,1040214 - 1,1166.66,Revenue,20009555,NORTH OXFORD ASSOCIATION
OCC,Direct Services,D3411,08/08/2017,46294206 - 1,737.91,Revenue,20018748,OPTUM HEALTH SOLUTIONS (UK) LTD
OCC,Direct Services,A0622,04/07/2017,46294301 - 1,999,Revenue,20000000,GENERAL EXPENSES
OCC,Direct Services,D3021,04/07/2017,46294319 - 1,468.38,Revenue,20002675,BRADY CORP. LTD
OCC,Direct Services,D3021,11/07/2017,46294409 - 1,2393.24,Revenue,20008907,FAROL LTD
OCC,Direct Services,D3021,11/07/2017,46294439 - 1,474.11,Revenue,20002033,Green Machines Sweepers UK Ltd
OCC,Direct Services,D3021,11/07/2017,46294442 - 1,438.98,Revenue,20002033,Green Machines Sweepers UK Ltd
OCC,Direct Services,D3021,11/07/2017,46294443 - 1,787.85,Revenue,20002033,Green Machines Sweepers UK Ltd
OCC,Direct Services,B1111,11/07/2017,46294445 - 1,2580,Revenue,20019362,DANI ALU (UK) LTD
OCC,Direct Services,A0108,18/07/2017,46294455 - 12,31011.37,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Direct Services,A0108,18/07/2017,46294455 - 14,8272.87,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Direct Services,A0108,18/07/2017,46294455 - 15,7531.55,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Direct Services,A0108,18/07/2017,46294455 - 16,2531.04,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Direct Services,A0108,18/07/2017,46294455 - 17,8016.65,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
