Client,Service Area,Expenditure Catergory,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,12/07/2016,46290442 - 1,118.7,Revenue,20015458,CHANCELLORS NO 1 CLIENT MONIES
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,12/07/2016,46290442 - 2,2600,Revenue,20015458,CHANCELLORS NO 1 CLIENT MONIES
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,12/07/2016,46290445 - 1,732,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Consultants Fees,D3411,19/07/2016,46290468 - 1,1452,Revenue,20008797,"KNIGHTS PROFESSIONAL SERVICES LTD.,"
OCC,Housing and Property,Homeless Prevention,D3426,19/07/2016,46290470 - 1,1466.04,Revenue,20015351,ADMIRAL HOMES
OCC,Housing and Property,Homeless Prevention,D3426,19/07/2016,46290471 - 1,1111.68,Revenue,20015351,ADMIRAL HOMES
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,19/07/2016,46290472 - 1,1700,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheque For Single Persons,F5032,19/07/2016,46290499 - 1,1668.16,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,19/07/2016,46290499 - 2,834.08,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,19/07/2016,46290500 - 1,900,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheque For Single Persons,F5032,19/07/2016,46290500 - 2,132,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Consultants Fees,D3411,26/07/2016,46290568 - 1,6925.55,Revenue,20000000,GENERAL EXPENSES
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,02/08/2016,46290632 - 1,1150,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Homeless Prevention,D3426,02/08/2016,46290633 - 1,1374.57,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,02/08/2016,46290666 - 1,630.7,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Other Miscellaneous Expenses,D3811,02/08/2016,46290678 - 1,1150,Revenue,20014702,PREMIER LETTING
OCC,Housing and Property,Homeless Prevention,D3426,02/08/2016,46290680 - 1,545.52,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,09/08/2016,46290714 - 1,132,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,09/08/2016,46290714 - 2,900,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,09/08/2016,46290715 - 1,1025.75,Revenue,20015351,ADMIRAL HOMES
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,09/08/2016,46290715 - 2,1950,Revenue,20015351,ADMIRAL HOMES
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,09/08/2016,46290715 - 3,975,Revenue,20015351,ADMIRAL HOMES
OCC,Housing and Property,Homeless Prevention,D3426,09/08/2016,46290719 - 1,900,Revenue,20000018,Homelessness Holding Fee Misc Account
OCC,Housing and Property,Other Miscellaneous Expenses,D3811,09/08/2016,46290744 - 1,1350,Revenue,20000018,Homelessness Holding Fee Misc Account
OCC,Housing and Property,Fire Alarms and Emergency Lighting,B1241,09/08/2016,46290747 - 4,47.49,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing and Property,Fire Alarms and Emergency Lighting,B1241,09/08/2016,46290747 - 5,2719.5,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing and Property,Fire Alarms and Emergency Lighting,B1241,09/08/2016,46290747 - 7,41,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing and Property,Fire Alarms and Emergency Lighting,B1241,09/08/2016,46290747 - 8,40,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing and Property,Fire Alarms and Emergency Lighting,B1241,09/08/2016,46290747 - 9,255,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing and Property,Homeless Prevention,D3426,17/08/2016,46290762 - 1,731.04,Revenue,20015351,ADMIRAL HOMES
OCC,Housing and Property,Homeless Prevention,D3426,17/08/2016,46290775 - 1,575,Revenue,20000018,Homelessness Holding Fee Misc Account
OCC,Housing and Property,Homeless Prevention,D3426,17/08/2016,46290775 - 2,61,Revenue,20000018,Homelessness Holding Fee Misc Account
OCC,Housing and Property,Homeless Prevention,D3426,17/08/2016,46290776 - 1,680,Revenue,20000018,Homelessness Holding Fee Misc Account
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,17/08/2016,46290777 - 1,1187.62,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,17/08/2016,46290787 - 1,845.52,Revenue,20015351,ADMIRAL HOMES
OCC,Housing and Property,Grants,D3701,17/08/2016,46290790 - 1,11000,Revenue,20000019,GRANT PAYMENTS
OCC,Housing and Property,Grants,D3701,17/08/2016,46290791 - 1,13500,Revenue,20014363,OCC ROSE HILL PRIMARY SCHOOL
OCC,Housing and Property,Grants,D3701,17/08/2016,46290792 - 1,2680,Revenue,20009273,ASYLUM WELCOME
OCC,Housing and Property,Services Maintenance (Planned),B1103,17/08/2016,46290793 - 4,160,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Housing and Property,Services Maintenance (Planned),B1103,17/08/2016,46290793 - 5,130,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Housing and Property,Services Maintenance (Planned),B1103,17/08/2016,46290793 - 6,40,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Housing and Property,Services Maintenance (Planned),B1103,17/08/2016,46290793 - 7,40,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Housing and Property,Consultants Fees,D3411,31/08/2016,46290837 - 11,42,Revenue,20011499,TOPS
OCC,Housing and Property,Temporary Bureau Staffing,A0108,23/08/2016,46290871 - 15,3229.04,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Housing and Property,Grants,D3701,23/08/2016,46290874 - 1,24562.51,Revenue,20019143,ST MUNGOS
OCC,Housing and Property,Grants,D3701,23/08/2016,46290875 - 1,13388,Revenue,20009273,ASYLUM WELCOME
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,23/08/2016,46290883 - 1,1000,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,23/08/2016,46290885 - 1,1150,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,23/08/2016,46290886 - 1,1180,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Homeless Prevention,D3426,31/08/2016,46290892 - 1,1091.04,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,31/08/2016,46290893 - 1,600,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,31/08/2016,46290894 - 1,920.26,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Homeless Prevention,D3426,31/08/2016,46290908 - 1,1232.76,Revenue,20015027,
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,31/08/2016,46290909 - 1,1680.03,Revenue,20014755,
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,31/08/2016,46290910 - 1,1950,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,31/08/2016,46290911 - 1,1950,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,31/08/2016,46290931 - 1,1700,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,31/08/2016,46290936 - 1,1180,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Homeless Prevention,D3426,31/08/2016,46290945 - 1,750,Revenue,20000018,Homelessness Holding Fee Misc Account
OCC,Housing and Property,Homeless Prevention,D3426,31/08/2016,46290949 - 1,570,Revenue,20000018,Homelessness Holding Fee Misc Account
OCC,Housing and Property,Homeless Prevention,D3426,31/08/2016,46290950 - 1,575,Revenue,20000018,Homelessness Holding Fee Misc Account
OCC,Housing and Property,Homeless Prevention,D3426,31/08/2016,46290951 - 1,636,Revenue,20000018,Homelessness Holding Fee Misc Account
OCC,Housing and Property,Homeless Prevention,D3426,31/08/2016,46290955 - 1,2508,Revenue,20011330,
OCC,Housing and Property,Homeless Prevention,D3426,06/09/2016,46290962 - 1,525,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Consultants Fees,D3411,06/09/2016,46290979 - 1,6700,Revenue,20000018,Homelessness Holding Fee Misc Account
OCC,Housing and Property,Stamp Duty & Other Legal Fees,D3415,02/09/2016,46290987 - 1,1872,Revenue,20000004,H.M.C.T.S
OCC,Housing and Property,Fire Alarms and Emergency Lighting,B1241,06/09/2016,46290990 - 2,524.3,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing and Property,Fire Alarms and Emergency Lighting,B1241,06/09/2016,46290990 - 3,2995,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing and Property,Fire Alarms and Emergency Lighting,B1241,06/09/2016,46290990 - 4,50,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing and Property,Fire Alarms and Emergency Lighting,B1241,06/09/2016,46290990 - 5,1149.99,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing and Property,Fire Alarms and Emergency Lighting,B1241,06/09/2016,46290990 - 6,237.5,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing and Property,Fire Alarms and Emergency Lighting,B1241,06/09/2016,46290990 - 7,50,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing and Property,Fire Alarms and Emergency Lighting,B1241,06/09/2016,46290990 - 8,360.75,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing and Property,Services Maintenance (Planned),B1103,06/09/2016,46290991 - 4,120,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Housing and Property,Services Maintenance (Planned),B1103,06/09/2016,46290991 - 5,40,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Housing and Property,Services Maintenance (Planned),B1103,06/09/2016,46290991 - 6,40,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Housing and Property,Services Maintenance (Planned),B1103,06/09/2016,46290991 - 7,40,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,06/09/2016,46291034 - 1,758.36,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Homeless Prevention,D3426,13/09/2016,46291066 - 1,750,Revenue,20000018,Homelessness Holding Fee Misc Account
OCC,Housing and Property,Services Maintenance (Planned),B1103,13/09/2016,46291081 - 1,3894.18,Revenue,20000249,SSE CONTRACTING LTD
OCC,Housing and Property,Consultants Fees,D3411,27/09/2016,46291094 - 13,57,Revenue,20011499,TOPS
OCC,Housing and Property,Consultants Fees,D3411,27/09/2016,46291094 - 14,126,Revenue,20011499,TOPS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,20/09/2016,46291109 - 1,1700,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Other Miscellaneous Expenses,D3811,20/09/2016,46291139 - 1,600,Revenue,20009273,ASYLUM WELCOME
OCC,Housing and Property,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 14,663.64,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Housing and Property,Homeless Prevention,D3426,27/09/2016,46291143 - 1,1550.2,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,27/09/2016,46291174 - 1,834.08,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,27/09/2016,46291176 - 1,975,Revenue,20015351,ADMIRAL HOMES
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,27/09/2016,46291177 - 1,900,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,27/09/2016,46291180 - 1,1000,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Homeless Prevention,D3426,27/09/2016,46291184 - 1,1250,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,27/09/2016,46291186 - 1,925,Revenue,20000010,HOUSING PAYMENTS
OCC,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,27/09/2016,46291191 - 1,4232.64,Revenue,20014702,PREMIER LETTING
OCC,Housing and Property,Homeless Prevention,D3426,27/09/2016,46291200 - 1,779.6,Revenue,20000018,Homelessness Holding Fee Misc Account
OCC,Housing and Property,Fire Alarms and Emergency Lighting,B1241,31/08/2016,46291250 - 2,1590.03,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing and Property,Fire Alarms and Emergency Lighting,B1241,31/08/2016,46291250 - 3,1596.8,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing and Property,Fire Alarms and Emergency Lighting,B1241,31/08/2016,46291250 - 6,350,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing and Property,Fire Alarms and Emergency Lighting,B1241,31/08/2016,46291250 - 7,2365,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing and Property,Electricity,B1501,19/07/2016,47015200 - 1,722.84,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Gas,B1502,19/07/2016,47015220 - 0,683.38,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Electricity,B1501,19/07/2016,47015224 - 0,4150.85,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Electricity,B1501,19/07/2016,47015226 - 0,2941.55,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Electricity,B1501,19/07/2016,47015238 - 1,1824.14,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Gas,B1502,19/07/2016,47015240 - 1,576.15,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Gas,B1502,19/07/2016,47015242 - 1,1584.44,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Electricity,B1501,09/08/2016,47015425 - 0,1564.6,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Gas,B1502,09/08/2016,47015443 - 1,1138.52,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Electricity,B1501,09/08/2016,47015450 - 0,3932.93,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Electricity,B1501,09/08/2016,47015453 - 1,730,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Electricity,B1501,09/08/2016,47015474 - 0,3072.06,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Electricity,B1501,09/08/2016,47015726 - 1,1128.82,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing and Property,Electricity,B1501,09/08/2016,47015727 - 0,425.71,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing and Property,Water & Sewerage Charges,B1830,09/08/2016,47015944 - 0,1329.75,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Housing and Property,Water & Sewerage Charges,B1830,09/08/2016,47015945 - 1,806.93,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Housing and Property,Electricity,B1501,17/08/2016,47015989 - 1,641.52,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing and Property,Electricity,B1501,17/08/2016,47016014 - 0,1788.49,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing and Property,Electricity,B1501,17/08/2016,47016015 - 0,1339.51,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing and Property,Water & Sewerage Charges,B1830,23/08/2016,47016070 - 0,733.73,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Housing and Property,Water & Sewerage Charges,B1830,31/08/2016,47016122 - 0,502.48,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Housing and Property,Water & Sewerage Charges,B1830,31/08/2016,47016124 - 0,644.34,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Housing and Property,Electricity,B1501,13/09/2016,47016305 - 0,646.73,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Gas,B1502,13/09/2016,47016319 - 1,854.97,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Electricity,B1501,13/09/2016,47016330 - 1,3013.87,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Electricity,B1501,13/09/2016,47016332 - 0,1730.21,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Electricity,B1501,13/09/2016,47016350 - 1,4050.97,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Housing and Property,Electricity,B1501,20/09/2016,47016394 - 0,1186.33,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing and Property,Water & Sewerage Charges,B1830,20/09/2016,47016515 - 0,804.2,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Housing and Property,Water & Sewerage Charges,B1830,27/09/2016,47016536 - 1,898.28,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Housing and Property,Water & Sewerage Charges,B1830,27/09/2016,47016536 - 2,606.9,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Housing and Property,Water & Sewerage Charges,B1830,27/09/2016,47016539 - 0,1125.68,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Housing and Property,Water & Sewerage Charges,B1830,27/09/2016,47016539 - 1,758.58,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Housing and Property,Main Contractor,Y021,19/07/2016,48021759 - 1,1119,Capital,20019106,AES LTD
OCC,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,02/08/2016,60058872 - 0,650,Revenue,20007609,EXECUTIVE FIRE PROTECTION LTD
OCC,Regeneration and Major Projects Team,Main Contractor,Y021,23/08/2016,1029182 - 1,1257.5,Capital,20018996,ROBINSON LOW FRANCIS LLP
OCC,Regeneration and Major Projects Team,Main Contractor,Y021,02/08/2016,1029911 - 0,985.5,Capital,20018996,ROBINSON LOW FRANCIS LLP
OCC,Regeneration and Major Projects Team,Main Contractor,Y021,02/08/2016,1030459 - 0,4195,Capital,20011508,D A MILES & SONS
OCC,Regeneration and Major Projects Team,Main Contractor,Y021,02/08/2016,1030470 - 0,3300,Capital,20011508,D A MILES & SONS
OCC,Regeneration and Major Projects Team,Main Contractor,Y021,13/09/2016,1031091 - 0,450,Capital,20013257,CITY INSULATION CONTRACTORS LIMITED
OCC,Regeneration and Major Projects Team,Main Contractor,Y021,27/09/2016,1031747 - 0,900,Capital,20019275,SFK Consulting LLP
OCC,Regeneration and Major Projects Team,Main Contractor,Y021,12/07/2016,48021761 - 1,2900.04,Capital,20017269,CROFT BUILDING & CONSERVATION LTD
OCC,Environmental Sustainability,Equipment Hire Charges,D3006,05/07/2016,1029239 - 0,1625,Revenue,20018246,LSD PROMOTIONS LTD
OCC,Environmental Sustainability,Advertising & Publicity,D3802,05/07/2016,1029427 - 0,720,Revenue,20017005,ALLWAG PROMOTIONS LTD
OCC,Environmental Sustainability,General Contracted Services,D3401,05/07/2016,1029469 - 0,2890,Revenue,20019162,JENKS OXFORD LTD
OCC,Environmental Sustainability,Advertising & Publicity,D3802,05/07/2016,1029576 - 0,864,Revenue,20008780,LEYS NEWS LTD
OCC,Environmental Sustainability,General Contracted Services,D3401,12/07/2016,1029764 - 0,750,Revenue,20018700,
OCC,Environmental Sustainability,Licences (Non-Transport),D3804,19/07/2016,1029794 - 0,547.44,Revenue,20018253,BRITISH GEOLOGICAL SURVEY (NERC)
OCC,Environmental Sustainability,General Contracted Services,D3401,12/07/2016,1029918 - 0,580,Revenue,20018592,MATTS MONITORS LTD
OCC,Environmental Sustainability,General Contracted Services,D3401,02/08/2016,1030011 - 0,47269,Revenue,20009227,BUILDING RESEARCH  ESTABLISHMENT LTD
OCC,Environmental Sustainability,General Contracted Services,D3401,17/08/2016,1030232 - 0,3989.05,Revenue,20018592,MATTS MONITORS LTD
OCC,Environmental Sustainability,General Contracted Services,D3401,13/09/2016,1030255 - 1,440,Revenue,20016003,TEAM (ENERGY AUDITING AGENCY LTD)
OCC,Environmental Sustainability,General Contracted Services,D3401,23/08/2016,1030507 - 0,500,Revenue,20018369,JOJU LTD
OCC,Environmental Sustainability,Consultants Fees,D3411,09/08/2016,1030614 - 0,750,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
OCC,Environmental Sustainability,Advertising & Publicity,D3802,17/08/2016,1030826 - 0,875,Revenue,20007578,BBOWT
OCC,Environmental Sustainability,General Contracted Services,D3401,17/08/2016,1030872 - 0,1400,Revenue,20019226,MCCLOY CONSULTING LTD
OCC,Environmental Sustainability,General Contracted Services,D3401,13/09/2016,1031027 - 0,5976,Revenue,20019203,DELIVER CHANGE LTD.
OCC,Environmental Sustainability,General Contracted Services,D3401,20/09/2016,1031334 - 0,12196,Revenue,20009227,BUILDING RESEARCH  ESTABLISHMENT LTD
OCC,Environmental Sustainability,General Contracted Services,D3401,27/09/2016,1031395 - 0,440,Revenue,20016003,TEAM (ENERGY AUDITING AGENCY LTD)
OCC,Environmental Sustainability,Contract Printing (External),D3303,13/09/2016,1031404 - 0,2917.5,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
OCC,Environmental Sustainability,General Contracted Services,D3401,27/09/2016,1031458 - 1,2800,Revenue,20018808,AETHER
OCC,Environmental Sustainability,Subscriptions,D3703,13/09/2016,1031489 - 0,1510,Revenue,20008413,MANCHESTER CITY COUNCIL
OCC,Environmental Sustainability,Consultants Fees,D3411,20/09/2016,1031694 - 0,1450,Revenue,20018808,AETHER
OCC,Environmental Sustainability,Special Events,D3807,05/07/2016,46290303 - 1,500,Revenue,20000000,GENERAL EXPENSES
OCC,Environmental Sustainability,Temporary Bureau Staffing,A0108,23/08/2016,46290871 - 14,1155,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Community Services,General Contracted Services,D3401,31/08/2016,1027823 - 1,1500,Revenue,20013769,FIROKA (OXFORD UNITED STADIUM) LTD
OCC,Community Services,General Contracted Services,D3401,12/07/2016,1028836 - 0,2500,Revenue,20017887,CREATE DEVELOPMENT
OCC,Community Services,General Contracted Services,D3401,12/07/2016,1028837 - 0,1495,Revenue,20017887,CREATE DEVELOPMENT
OCC,Community Services,General Contracted Services,D3401,12/07/2016,1029129 - 0,893,Revenue,20015211,FUSION LIFESTYLE
OCC,Community Services,Main Contractor,Y021,05/07/2016,1029251 - 0,3709.96,Capital,20015951,MACE LIMITED
OCC,Community Services,Main Contractor,Y021,05/07/2016,1029276 - 0,7720,Capital,20015951,MACE LIMITED
OCC,Community Services,Grants,D3701,12/07/2016,1029341 - 0,3000,Revenue,20002401,SOUTH OXFORDSHIRE DISTRICT COUNCIL
OCC,Community Services,Cleaning Materials,B1601,12/07/2016,1029397 - 0,480.8,Revenue,20018021,UNISAN
OCC,Community Services,Grants,D3701,12/07/2016,1029456 - 0,2978,Revenue,20008674,VALE OF THE WHITE HORSE DISTRICT COUNCIL
OCC,Community Services,Waste Disposal & Skip Hire,D3420,05/07/2016,1029543 - 0,633.16,Revenue,20019049,WINCANTON HOLDINGS LTD
OCC,Community Services,Grants,D3701,05/07/2016,1029563 - 0,880,Revenue,20017662,CHERWELL VOLLEYBALL CLUB
OCC,Community Services,Main Contractor,Y021,05/07/2016,1029584 - 0,5988.25,Capital,20014492,AGRIPOWER LIMITED SPORTSTURF
OCC,Community Services,General Contracted Services,D3401,22/07/2016,1029585 - 0,700,Revenue,20013217,BLESSED GEORGE NAPIER SCHOOL
OCC,Community Services,Instructors & Coaching Fees,D3413,12/07/2016,1029655 - 0,1798,Revenue,20019186,RUGBY LEAGUE INSPIRES
OCC,Community Services,General Contracted Services,D3401,12/07/2016,1029662 - 0,890,Revenue,20009676,FOOL'S PARADISE LTD
OCC,Community Services,Security Services,D3418,12/07/2016,1029677 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Security Services,D3418,19/07/2016,1029679 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Advertising & Publicity,D3802,05/07/2016,1029680 - 0,480,Revenue,20018450,CLEAR AND CREATIVE COMMUNICATIONS
OCC,Community Services,Provisions,D3101,05/07/2016,1029681 - 0,1362.3,Revenue,20017894,OTHC LEMON ZEST
OCC,Community Services,Town Hall Catering Recharge,D3104,05/07/2016,1029681 - 1,3794.25,Revenue,20017894,OTHC LEMON ZEST
OCC,Community Services,General Contracted Services,D3401,12/07/2016,1029694 - 0,825,Revenue,20018343,
OCC,Community Services,Fire Alarms and Emergency Lighting,B1241,26/07/2016,1029702 - 0,710,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Community Services,Furniture & Equipment Purchase,D3001,12/07/2016,1029777 - 1,1064.2,Revenue,20003374,CITY AUDIO VISUAL
OCC,Community Services,Consultants Fees,D3411,26/07/2016,1029778 - 0,579,Revenue,20018773,CONSULT QRD
OCC,Community Services,General Contracted Services,D3401,12/07/2016,1029805 - 0,785,Revenue,20010837,
OCC,Community Services,Equipment Hire Charges,D3006,12/07/2016,1029806 - 0,675,Revenue,20003374,CITY AUDIO VISUAL
OCC,Community Services,Security Services,D3418,26/07/2016,1029825 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Main Contractor,Y021,26/07/2016,1029838 - 0,10900.17,Capital,20019291,Environmental Scientifics Group Ltd
OCC,Community Services,General Contracted Services,D3401,12/07/2016,1029894 - 0,450,Revenue,20010837,
OCC,Community Services,Cleaning Materials,B1601,26/07/2016,1029935 - 0,465.31,Revenue,20016920,ALLIANCE DISPOSABLES LTD
OCC,Community Services,Advertising & Publicity,D3802,26/07/2016,1029936 - 0,800,Revenue,20011917,PASSION   RADIO OXFORD LTD
OCC,Community Services,Subscriptions,D3703,19/07/2016,1029942 - 0,720,Revenue,20018092,SUBSTANCE 2005 LTD
OCC,Community Services,Security Services,D3418,26/07/2016,1029969 - 0,546,Revenue,20009730,R & R FRONTLINE SERVICES LTD
OCC,Community Services,Special Events,D3807,19/07/2016,1030021 - 0,720,Revenue,20015921,RIGHT ANGLE DESIGN
OCC,Community Services,General Contracted Services,D3401,19/07/2016,1030030 - 0,1350,Revenue,20016981,SCOPE SECURITY LTD
OCC,Community Services,Counsel & External Legal Fees,D3417,02/08/2016,1030043 - 0,19425,Revenue,20019031,
OCC,Community Services,Advertising & Publicity,D3802,26/07/2016,1030048 - 0,1030,Revenue,20003025,
OCC,Community Services,Special Events,D3807,19/07/2016,1030062 - 0,795,Revenue,20019322,SUNSHINE EVENTS
OCC,Community Services,Provisions,D3101,26/07/2016,1030063 - 0,985.25,Revenue,20017894,OTHC LEMON ZEST
OCC,Community Services,Town Hall Catering Recharge,D3104,26/07/2016,1030063 - 1,3236,Revenue,20017894,OTHC LEMON ZEST
OCC,Community Services,Security Services,D3418,26/07/2016,1030064 - 0,3564,Revenue,20016981,SCOPE SECURITY LTD
OCC,Community Services,Reactive Maintenance & Minor Repairs,B1101,09/08/2016,1030065 - 1,2995.75,Revenue,20000270,THE SHIELD GROUP
