Client,Service Area,Expenditure Catergory,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,HRA,Furniture & Equipment Purchase,D3001,05/07/2016,1029602 - 0,1649.42,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Temporary Bureau Staffing,A0108,19/07/2016,1029623 - 0,923.15,Revenue,20018821,EDEN BROWN LTD
OCC,HRA,Furniture Removals,D3425,19/07/2016,1029689 - 0,570,Revenue,20018795,BELLVIEW TRANSPORT
OCC,HRA,Furniture Removals,D3425,19/07/2016,1029697 - 0,890,Revenue,20018795,BELLVIEW TRANSPORT
OCC,HRA,Furniture Removals,D3425,19/07/2016,1029698 - 0,880,Revenue,20018795,BELLVIEW TRANSPORT
OCC,HRA,Main Contractor,Y021,05/07/2016,1029701 - 0,980,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
OCC,HRA,Main Contractor,Y021,05/07/2016,1029714 - 0,986,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
OCC,HRA,Main Contractor,Y021,05/07/2016,1029715 - 0,926,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
OCC,HRA,Subscriptions,D3703,09/08/2016,1029735 - 1,2100,Revenue,20009227,BUILDING RESEARCH  ESTABLISHMENT LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,12/07/2016,1029799 - 0,2389.98,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Temporary Bureau Staffing,A0108,23/08/2016,1029807 - 0,923.15,Revenue,20018821,EDEN BROWN LTD
OCC,HRA,Main Contractor,Y021,26/07/2016,1029829 - 0,797.44,Capital,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,12/07/2016,1029839 - 0,1597.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,02/08/2016,1029861 - 0,2356.97,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Main Contractor,Y021,02/08/2016,1029870 - 0,3674.59,Capital,20015885,NATIONWIDE WINDOWS
OCC,HRA,Main Contractor,Y021,26/07/2016,1029878 - 0,46000,Capital,20019287,Bath Demolition Ltd
OCC,HRA,Furniture & Equipment Purchase,D3001,12/07/2016,1029914 - 0,440,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,12/07/2016,1029917 - 0,844.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Main Contractor,Y021,12/07/2016,1029921 - 0,819068.22,Capital,20016787,WILLMOTT DIXON CONSTRUCTION LTD
OCC,HRA,Laundry Appliances,B1222,26/07/2016,1029943 - 0,1872.5,Revenue,20018987,JAMES ARMSTRONG & CO LTD
OCC,HRA,Laundry Appliances,B1222,26/07/2016,1029943 - 1,280,Revenue,20018987,JAMES ARMSTRONG & CO LTD
OCC,HRA,Temporary Bureau Staffing,A0108,09/08/2016,1030037 - 0,1063.75,Revenue,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,19/07/2016,1030051 - 1,1677.41,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,19/07/2016,1030053 - 0,2256.55,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Subscriptions,D3703,19/07/2016,1030059 - 0,1266,Revenue,20009120,TPAS LTD
OCC,HRA,Main Contractor,Y021,09/08/2016,1030088 - 0,3700,Capital,20002369,RIDGE & PARTNERS LLP
OCC,HRA,Main Contractor,Y021,26/07/2016,1030104 - 0,996.8,Capital,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,19/07/2016,1030106 - 0,654.73,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Temporary Bureau Staffing,A0108,17/08/2016,1030135 - 0,923.15,Revenue,20018821,EDEN BROWN LTD
OCC,HRA,Furniture Removals,D3425,26/07/2016,1030143 - 0,710,Revenue,20018795,BELLVIEW TRANSPORT
OCC,HRA,Furniture Removals,D3425,02/08/2016,1030144 - 0,930,Revenue,20018795,BELLVIEW TRANSPORT
OCC,HRA,Consultants Fees,D3411,19/07/2016,1030152 - 0,5695.46,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,HRA,Furniture & Equipment Purchase,D3001,26/07/2016,1030182 - 0,1713.31,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Main Contractor,Y021,26/07/2016,1030198 - 0,5406.98,Capital,20019287,Bath Demolition Ltd
OCC,HRA,Main Contractor,Y021,26/07/2016,1030199 - 0,37200,Capital,20019287,Bath Demolition Ltd
OCC,HRA,Temporary Bureau Staffing,A0108,17/08/2016,1030261 - 0,667.5,Revenue,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD
OCC,HRA,Main Contractor,Y021,02/08/2016,1030289 - 0,9985,Capital,20017474,NEWMAN BUILDING SOLUTIONS
OCC,HRA,Main Contractor,Y021,02/08/2016,1030290 - 0,9985,Capital,20017474,NEWMAN BUILDING SOLUTIONS
OCC,HRA,Main Contractor,Y021,02/08/2016,1030296 - 0,9985,Capital,20017474,NEWMAN BUILDING SOLUTIONS
OCC,HRA,Temporary Bureau Staffing,A0108,17/08/2016,1030316 - 0,1063.75,Revenue,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD
OCC,HRA,Main Contractor,Y021,17/08/2016,1030319 - 0,996.8,Capital,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,HRA,Temporary Bureau Staffing,A0108,17/08/2016,1030327 - 0,923.15,Revenue,20018821,EDEN BROWN LTD
OCC,HRA,Main Contractor,Y021,02/08/2016,1030333 - 0,1732.5,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
OCC,HRA,Main Contractor,Y021,02/08/2016,1030334 - 1,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
OCC,HRA,Main Contractor,Y021,02/08/2016,1030335 - 0,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
OCC,HRA,Main Contractor,Y021,02/08/2016,1030336 - 0,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
OCC,HRA,Main Contractor,Y021,17/08/2016,1030338 - 0,4010,Capital,20008132,ARCADIS LLP
OCC,HRA,Main Contractor,Y021,17/08/2016,1030357 - 0,1200,Capital,20018723,ALLCOTT ASSOCIATES LLP
OCC,HRA,Furniture & Equipment Purchase,D3001,02/08/2016,1030365 - 0,600.75,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Main Contractor,Y021,02/08/2016,1030367 - 0,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
OCC,HRA,Main Contractor,Y021,02/08/2016,1030368 - 0,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
OCC,HRA,Main Contractor,Y021,02/08/2016,1030369 - 0,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
OCC,HRA,Main Contractor,Y021,09/08/2016,1030371 - 0,971.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
OCC,HRA,Consultants Fees,D3411,17/08/2016,1030377 - 0,900,Revenue,20012320,NORTHGATE PUBLIC SERVICES (UK) LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,09/08/2016,1030385 - 0,2165.21,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Main Contractor,Y021,17/08/2016,1030413 - 0,1170,Capital,20014935,COMPUTERISED & DIGITAL SECURITY SYSTEMS LTD
OCC,HRA,Furniture Removals,D3425,17/08/2016,1030424 - 0,540,Revenue,20018795,BELLVIEW TRANSPORT
OCC,HRA,Services Maintenance (Planned),B1103,02/08/2016,1030432 - 2,2425,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,HRA,Main Contractor,Y021,02/08/2016,1030464 - 0,9885,Capital,20017474,NEWMAN BUILDING SOLUTIONS
OCC,HRA,Main Contractor,Y021,02/08/2016,1030471 - 0,1299,Capital,20011508,D A MILES & SONS
OCC,HRA,Temporary Bureau Staffing,A0108,23/08/2016,1030494 - 0,667.5,Revenue,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD
OCC,HRA,Temporary Bureau Staffing,A0108,23/08/2016,1030506 - 0,923.15,Revenue,20018821,EDEN BROWN LTD
OCC,HRA,Counsel & External Legal Fees,D3417,02/08/2016,1030512 - 0,7644,Revenue,20008797,"KNIGHTS PROFESSIONAL SERVICES LTD.,"
OCC,HRA,Counsel & External Legal Fees,D3417,02/08/2016,1030513 - 0,530,Revenue,20008797,"KNIGHTS PROFESSIONAL SERVICES LTD.,"
OCC,HRA,Counsel & External Legal Fees,D3417,02/08/2016,1030514 - 0,3922.5,Revenue,20008797,"KNIGHTS PROFESSIONAL SERVICES LTD.,"
OCC,HRA,Gas,B1502,09/08/2016,1030526 - 1,542.46,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,HRA,Hospitality,D3803,09/08/2016,1030573 - 0,3792.5,Revenue,20017971,A & J CATERING (OXFORDSHIRE) LTD
OCC,HRA,Temporary Bureau Staffing,A0108,23/08/2016,1030574 - 0,1063.75,Revenue,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,09/08/2016,1030577 - 0,691.11,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Main Contractor,Y021,23/08/2016,1030578 - 0,996.8,Capital,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,HRA,Counsel & External Legal Fees,D3417,23/08/2016,1030581 - 0,2705,Revenue,20008797,"KNIGHTS PROFESSIONAL SERVICES LTD.,"
OCC,HRA,Furniture & Equipment Purchase,D3001,09/08/2016,1030599 - 0,2077.35,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Laundry Appliances,B1222,31/08/2016,1030607 - 0,1872.5,Revenue,20018987,JAMES ARMSTRONG & CO LTD
OCC,HRA,Laundry Appliances,B1222,31/08/2016,1030607 - 1,280,Revenue,20018987,JAMES ARMSTRONG & CO LTD
OCC,HRA,Temporary Bureau Staffing,A0108,31/08/2016,1030674 - 0,685.3,Revenue,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD
OCC,HRA,Temporary Bureau Staffing,A0108,31/08/2016,1030675 - 0,1063.75,Revenue,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD
OCC,HRA,Temporary Bureau Staffing,A0108,31/08/2016,1030722 - 0,923.15,Revenue,20018821,EDEN BROWN LTD
OCC,HRA,Main Contractor,Y021,31/08/2016,1030742 - 0,996.8,Capital,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,HRA,Other Computing Services,D3540,31/08/2016,1030752 - 1,41016.36,Revenue,20019032,MOBYSOFT  LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,17/08/2016,1030780 - 0,607.77,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,17/08/2016,1030781 - 0,1240.32,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,17/08/2016,1030782 - 0,792.43,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Main Contractor,Y021,31/08/2016,1030828 - 0,971.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
OCC,HRA,Main Contractor,Y021,23/08/2016,1030831 - 0,5000,Capital,20002369,RIDGE & PARTNERS LLP
OCC,HRA,Lift Maintenance / Servicing,B1203,17/08/2016,1030834 - 0,800,Revenue,20012692,FREECHOICE GROUP
OCC,HRA,Main Contractor,Y021,17/08/2016,1030844 - 0,950,Capital,20006929,ISIS SCAFFOLDING LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,23/08/2016,1030873 - 0,712.1,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Temporary Bureau Staffing,A0108,31/08/2016,1030874 - 0,1063.75,Revenue,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD
OCC,HRA,Temporary Bureau Staffing,A0108,31/08/2016,1030875 - 0,685.3,Revenue,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD
OCC,HRA,Main Contractor,Y021,17/08/2016,1030877 - 0,635368.41,Capital,20016787,WILLMOTT DIXON CONSTRUCTION LTD
OCC,HRA,Main Contractor,Y021,17/08/2016,1030886 - 0,3716.8,Capital,20008132,ARCADIS LLP
OCC,HRA,Replacement Furniture,D3003,23/08/2016,1030890 - 0,430,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,23/08/2016,1030891 - 0,2271.81,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Temporary Bureau Staffing,A0108,06/09/2016,1030893 - 0,923.15,Revenue,20018821,EDEN BROWN LTD
OCC,HRA,Main Contractor,Y021,23/08/2016,1030896 - 0,860,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
OCC,HRA,Main Contractor,Y021,23/08/2016,1030897 - 0,488,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
OCC,HRA,Main Contractor,Y021,23/08/2016,1030898 - 0,585,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
OCC,HRA,Main Contractor,Y021,23/08/2016,1030899 - 0,680,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
OCC,HRA,Main Contractor,Y021,23/08/2016,1030900 - 0,955,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
OCC,HRA,Temporary Bureau Staffing,A0108,06/09/2016,1030923 - 0,923.15,Revenue,20018821,EDEN BROWN LTD
OCC,HRA,Temporary Bureau Staffing,A0108,06/09/2016,1030924 - 0,923.15,Revenue,20018821,EDEN BROWN LTD
OCC,HRA,Temporary Bureau Staffing,A0108,06/09/2016,1030925 - 0,624,Revenue,20018821,EDEN BROWN LTD
OCC,HRA,Temporary Bureau Staffing,A0108,06/09/2016,1030926 - 0,619.13,Revenue,20018821,EDEN BROWN LTD
OCC,HRA,Temporary Bureau Staffing,A0108,06/09/2016,1030927 - 0,923.15,Revenue,20018821,EDEN BROWN LTD
OCC,HRA,Consultants Fees - Site Survey,Y169,31/08/2016,1030933 - 0,1760,Capital,20017933,KEVAN WITT ASSOCIATES(2012) LTD T/A GLOBAL SURVEYS
OCC,HRA,Main Contractor,Y021,20/09/2016,1030934 - 1,996.8,Capital,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,HRA,Conferences,D3602,23/08/2016,1030943 - 0,3289,Revenue,20009120,TPAS LTD
OCC,HRA,Rent,B1701,13/09/2016,1030955 - 1,1000,Revenue,20002099,CANAL & RIVER TRUST
OCC,HRA,Furniture Removals,D3425,23/08/2016,1030964 - 0,1160,Revenue,20018795,BELLVIEW TRANSPORT
OCC,HRA,Furniture Removals,D3425,31/08/2016,1030965 - 0,980,Revenue,20018795,BELLVIEW TRANSPORT
OCC,HRA,Furniture Removals,D3425,31/08/2016,1030966 - 0,720,Revenue,20018795,BELLVIEW TRANSPORT
OCC,HRA,Services Maintenance (Planned),B1103,23/08/2016,1030986 - 0,1357,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,HRA,Services Maintenance (Planned),B1103,23/08/2016,1030988 - 4,167,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,HRA,Services Maintenance (Planned),B1103,23/08/2016,1030988 - 5,200,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,HRA,Main Contractor,Y021,31/08/2016,1031004 - 0,2598.75,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
OCC,HRA,Consultants Fees - Site Survey,Y169,31/08/2016,1031019 - 0,650,Capital,20017933,KEVAN WITT ASSOCIATES(2012) LTD T/A GLOBAL SURVEYS
OCC,HRA,Temporary Bureau Staffing,A0108,13/09/2016,1031033 - 0,733.13,Revenue,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD
OCC,HRA,Main Contractor,Y021,13/09/2016,1031041 - 0,996.8,Capital,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,HRA,Temporary Bureau Staffing,A0108,13/09/2016,1031052 - 0,923.15,Revenue,20018821,EDEN BROWN LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,23/08/2016,1031055 - 0,1882.38,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Lift Maintenance / Servicing,B1203,31/08/2016,1031093 - 0,1195.8,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,HRA,Lift Maintenance / Servicing,B1203,31/08/2016,1031096 - 0,793.79,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,HRA,Main Contractor,Y021,31/08/2016,1031122 - 0,430,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
OCC,HRA,Main Contractor,Y021,31/08/2016,1031123 - 0,810,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
OCC,HRA,Electricity,B1501,31/08/2016,1031144 - 1,601.82,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,HRA,Furniture & Equipment Purchase,D3001,06/09/2016,1031185 - 0,900.96,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Main Contractor,Y021,20/09/2016,1031218 - 1,996.8,Capital,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,HRA,Furniture Removals,D3425,13/09/2016,1031236 - 0,830,Revenue,20018795,BELLVIEW TRANSPORT
OCC,HRA,Furniture Removals,D3425,13/09/2016,1031239 - 0,660,Revenue,20018795,BELLVIEW TRANSPORT
OCC,HRA,Furniture Removals,D3425,20/09/2016,1031240 - 0,580,Revenue,20018795,BELLVIEW TRANSPORT
OCC,HRA,Furniture & Equipment Purchase,D3001,06/09/2016,1031259 - 0,2844.53,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,06/09/2016,1031260 - 0,1327.57,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,06/09/2016,1031261 - 0,1937.61,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,06/09/2016,1031262 - 0,1077.44,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Main Contractor,Y021,20/09/2016,1031263 - 0,4010,Capital,20008132,ARCADIS LLP
OCC,HRA,Main Contractor,Y021,13/09/2016,1031270 - 0,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
OCC,HRA,Main Contractor,Y021,20/09/2016,1031271 - 0,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,06/09/2016,1031273 - 0,1961.43,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Main Contractor,Y021,13/09/2016,1031325 - 1,996.8,Capital,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,HRA,Main Contractor,Y021,20/09/2016,1031326 - 1,996.8,Capital,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,HRA,Main Contractor,Y021,27/09/2016,1031337 - 1,996.8,Capital,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,06/09/2016,1031361 - 0,574.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,13/09/2016,1031362 - 0,1056.25,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Electricity,B1501,20/09/2016,1031368 - 1,920.48,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,HRA,Furniture & Equipment Purchase,D3001,13/09/2016,1031396 - 0,475,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,13/09/2016,1031397 - 0,825,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Main Contractor,Y021,27/09/2016,1031414 - 0,971.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
OCC,HRA,Services Maintenance (Planned),B1103,27/09/2016,1031460 - 0,460,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,HRA,Laundry Appliances,B1222,27/09/2016,1031461 - 0,1872.5,Revenue,20018987,JAMES ARMSTRONG & CO LTD
OCC,HRA,Laundry Appliances,B1222,27/09/2016,1031461 - 1,280,Revenue,20018987,JAMES ARMSTRONG & CO LTD
OCC,HRA,Laundry Appliances,B1222,13/09/2016,1031462 - 0,1872.5,Revenue,20018987,JAMES ARMSTRONG & CO LTD
OCC,HRA,Laundry Appliances,B1222,13/09/2016,1031462 - 1,280,Revenue,20018987,JAMES ARMSTRONG & CO LTD
OCC,HRA,Counsel & External Legal Fees,D3417,20/09/2016,1031468 - 0,4790,Revenue,20008797,"KNIGHTS PROFESSIONAL SERVICES LTD.,"
OCC,HRA,Main Contractor,Y021,13/09/2016,1031469 - 0,1011770.83,Capital,20016787,WILLMOTT DIXON CONSTRUCTION LTD
OCC,HRA,Services Maintenance (Planned),B1103,27/09/2016,1031507 - 3,1166.2,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,HRA,Furniture & Equipment Purchase,D3001,20/09/2016,1031611 - 0,719.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Licences (Non-Transport),D3804,27/09/2016,1031755 - 0,1094.44,Revenue,20019157,SHELTON DEVELOPMENT SERVICES LTD
OCC,HRA,Furniture & Equipment Purchase,D3001,27/09/2016,1031765 - 0,855,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,HRA,Main Contractor,Y021,27/09/2016,1031837 - 0,920,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
OCC,HRA,Main Contractor,Y021,27/09/2016,1031838 - 0,830,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
OCC,HRA,Controlled Entry Maintenance,B1243,05/07/2016,46290251 - 1,1644.15,Revenue,20000293,TUNSTALL TELECOM LIMITED
OCC,HRA,Controlled Entry Maintenance,B1243,05/07/2016,46290251 - 2,95.42,Revenue,20000293,TUNSTALL TELECOM LIMITED
OCC,HRA,Refunds,J8328,05/07/2016,46290347 - 1,1518.78,Revenue,20000011,RENT REFUNDS
OCC,HRA,Refunds,J8328,05/07/2016,46290357 - 1,13096.63,Revenue,20000011,RENT REFUNDS
OCC,HRA,Main Contractor,Y021,12/07/2016,46290418 - 20,4500,Capital,20000200,CHAMPION EMPLOYMENT LTD
OCC,HRA,Refunds,J8328,19/07/2016,46290460 - 1,13096.63,Revenue,20000011,RENT REFUNDS
OCC,HRA,Water Systems Testing & Sanitary Repairs,B1208,19/07/2016,46290496 - 1,577.68,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,HRA,Refunds,J8328,26/07/2016,46290534 - 1,636.77,Revenue,20000011,RENT REFUNDS
OCC,HRA,Refunds,J8328,26/07/2016,46290545 - 1,597.06,Revenue,20000011,RENT REFUNDS
OCC,HRA,Bad Debts,J8323,26/07/2016,46290546 - 1,1000,Revenue,20000011,RENT REFUNDS
OCC,HRA,Refunds,J8328,26/07/2016,46290547 - 1,980.62,Revenue,20000011,RENT REFUNDS
OCC,HRA,Refunds,J8328,26/07/2016,46290548 - 1,1940.99,Revenue,20000011,RENT REFUNDS
OCC,HRA,Refunds,J8328,26/07/2016,46290551 - 1,767.05,Revenue,20000011,RENT REFUNDS
OCC,HRA,Refunds,J8328,09/08/2016,46290725 - 1,2153.77,Revenue,20000011,RENT REFUNDS
OCC,HRA,Controlled Entry Maintenance,B1243,09/08/2016,46290745 - 1,1644.15,Revenue,20000293,TUNSTALL TELECOM LIMITED
OCC,HRA,Controlled Entry Maintenance,B1243,09/08/2016,46290745 - 2,130.42,Revenue,20000293,TUNSTALL TELECOM LIMITED
OCC,HRA,Fire Alarms and Emergency Lighting,B1241,09/08/2016,46290747 - 1,6043.05,Revenue,20002568,PYROTEC SERVICES LTD
OCC,HRA,Fire Alarms and Emergency Lighting,B1241,09/08/2016,46290747 - 6,40,Revenue,20002568,PYROTEC SERVICES LTD
OCC,HRA,Grants,D3701,09/08/2016,46290749 - 1,641,Revenue,20004845,ROSE HILL TENANT & RESIDENTS ASSOCIATION
OCC,HRA,Special Events,D3807,17/08/2016,46290769 - 1,1500,Revenue,20000010,HOUSING PAYMENTS
OCC,HRA,Special Events,D3807,17/08/2016,46290781 - 1,1502.95,Revenue,20000010,HOUSING PAYMENTS
OCC,HRA,Special Events,D3807,17/08/2016,46290784 - 1,1183.1,Revenue,20000010,HOUSING PAYMENTS
OCC,HRA,Lift Maintenance / Servicing,B1203,17/08/2016,46290793 - 1,3940.52,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,HRA,Lift Maintenance / Servicing,B1203,17/08/2016,46290793 - 3,70,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,HRA,Special Events,D3807,23/08/2016,46290829 - 1,707.77,Revenue,20000010,HOUSING PAYMENTS
OCC,HRA,Refunds,J8328,23/08/2016,46290835 - 1,1414.08,Revenue,20000011,RENT REFUNDS
OCC,HRA,Main Contractor,Y021,23/08/2016,46290871 - 25,7020,Capital,20000200,CHAMPION EMPLOYMENT LTD
OCC,HRA,Special Events,D3807,31/08/2016,46290947 - 1,3073.1,Revenue,20000010,HOUSING PAYMENTS
OCC,HRA,Controlled Entry Maintenance,B1243,06/09/2016,46290981 - 1,1644.15,Revenue,20000293,TUNSTALL TELECOM LIMITED
OCC,HRA,Controlled Entry Maintenance,B1243,06/09/2016,46290981 - 2,130.42,Revenue,20000293,TUNSTALL TELECOM LIMITED
